time,TP9,AF7,AF8,TP10,AUX
1656239071041.125,-176.26953125,-209.9609375,246.58203125,-200.68359375,-101.5625
1656239071045.0312,-155.2734375,-226.5625,69.82421875,-176.7578125,85.44921875
1656239071048.9375,-149.90234375,-205.078125,21.97265625,-153.3203125,375
1656239071052.8438,-149.90234375,-128.41796875,401.3671875,-172.36328125,150.87890625
1656239071056.75,-116.2109375,-129.39453125,372.55859375,-174.31640625,-77.1484375
1656239071060.6562,-106.4453125,-161.1328125,158.69140625,-148.4375,-5.37109375
1656239071064.5625,-111.81640625,-162.59765625,185.05859375,-139.6484375,2.44140625
1656239071068.4688,-95.21484375,-147.94921875,221.19140625,-140.13671875,-33.203125
1656239071072.375,-75.1953125,-111.328125,290.0390625,-145.99609375,-27.83203125
1656239071076.2812,-79.58984375,-128.41796875,178.22265625,-130.859375,10.7421875
1656239071080.1875,-83.0078125,-107.421875,203.61328125,-118.65234375,18.5546875
1656239071084.0938,-75.1953125,-74.21875,288.0859375,-134.765625,-70.3125
1656239071088,-84.9609375,-87.40234375,200.1953125,-131.8359375,-69.3359375
1656239071091.9062,-57.12890625,-104.00390625,123.046875,-119.62890625,133.7890625
1656239071095.8125,-34.66796875,-94.7265625,167.96875,-105.46875,185.546875
1656239071099.7188,-38.57421875,-60.546875,268.5546875,-90.8203125,40.52734375
1656239071103.625,-50.78125,-76.66015625,228.02734375,-94.7265625,-35.64453125
1656239071107.5312,-65.4296875,-128.41796875,-6.8359375,-93.26171875,135.25390625
1656239071111.4375,-37.59765625,-52.24609375,225.5859375,-66.89453125,121.09375
1656239071115.3438,-9.765625,-43.45703125,359.375,-51.26953125,-125.48828125
1656239071119.25,-63.96484375,-114.74609375,130.37109375,-110.83984375,-117.67578125
1656239071123.1562,-120.1171875,-140.625,24.90234375,-166.50390625,-17.578125
1656239071127.0625,-120.1171875,-145.5078125,-8.30078125,-176.26953125,-16.11328125
1656239071130.9688,-104.4921875,-122.55859375,133.30078125,-164.0625,-138.18359375
1656239071134.875,-81.54296875,-121.58203125,100.09765625,-135.7421875,-83.49609375
1656239071138.7812,-71.77734375,-133.7890625,-149.90234375,-108.88671875,269.04296875
1656239071142.6875,-73.73046875,-96.6796875,61.5234375,-89.84375,183.59375
1656239071146.5938,-55.17578125,-70.3125,250,-84.47265625,-64.453125
1656239071150.5,-40.0390625,-87.890625,78.61328125,-73.73046875,-10.25390625
1656239071154.4062,-17.08984375,-75.68359375,34.1796875,-35.15625,120.60546875
1656239071158.3125,-2.9296875,-36.62109375,222.16796875,4.39453125,-51.7578125
1656239071162.2188,15.625,-62.98828125,143.06640625,19.04296875,-95.21484375
1656239071166.125,57.6171875,-87.40234375,23.4375,0.9765625,16.11328125
